Date,Country/Region,Confirmed
2020/04/28,Finland,4740
2020/04/29,Finland,4906
2020/04/30,Finland,4995
2020/05/01,Finland,5051
2020/05/02,Finland,5176
2020/05/03,Finland,5254
2020/05/04,Finland,5327
2020/05/05,Finland,5412
2020/05/06,Finland,5573
2020/05/07,Finland,5673
2020/05/08,Finland,5738
2020/05/09,Finland,5880
2020/05/10,Finland,5962
2020/05/11,Finland,5984
2020/05/12,Finland,6003
2020/05/13,Finland,6054
2020/05/14,Finland,6145
2020/05/15,Finland,6228
2020/05/16,Finland,6286
2020/05/17,Finland,6347
2020/05/18,Finland,6380
2020/05/19,Finland,6399
2020/05/20,Finland,6443
2020/05/21,Finland,6493
2020/05/22,Finland,6537
2020/05/23,Finland,6568
2020/05/24,Finland,6579
2020/05/25,Finland,6599
2020/05/26,Finland,6628
2020/05/27,Finland,6692
2020/05/28,Finland,6743
2020/05/29,Finland,6776
2020/05/30,Finland,6826
2020/05/31,Finland,6859
2020/06/01,Finland,6885
2020/06/02,Finland,6887
2020/06/03,Finland,6911
2020/06/04,Finland,6911
2020/06/05,Finland,6941
2020/06/06,Finland,6964
2020/06/07,Finland,6981
2020/06/08,Finland,7001
2020/06/09,Finland,7025
2020/06/10,Finland,7040
2020/06/11,Finland,7064
2020/06/12,Finland,7073
2020/06/13,Finland,7087
2020/06/14,Finland,7104
2020/06/15,Finland,7108
2020/06/16,Finland,7112
2020/06/17,Finland,7117
2020/06/18,Finland,7119
2020/06/19,Finland,7133
2020/06/20,Finland,7142
2020/06/21,Finland,7143
2020/06/22,Finland,7144
2020/06/23,Finland,7155
2020/06/24,Finland,7167
2020/06/25,Finland,7172
2020/06/26,Finland,7191
2020/06/27,Finland,7198
2020/06/28,Finland,7198
2020/06/29,Finland,7209
2020/06/30,Finland,7214
2020/07/01,Finland,7236
2020/07/02,Finland,7241
2020/07/03,Finland,7242
2020/07/04,Finland,7248
2020/07/05,Finland,7253
2020/07/06,Finland,7257
2020/07/07,Finland,7262
2020/07/08,Finland,7265
2020/07/09,Finland,7273
2020/07/10,Finland,7279
2020/07/11,Finland,7291
2020/07/12,Finland,7294
2020/07/13,Finland,7295
2020/07/14,Finland,7301
2020/07/15,Finland,7296
2020/07/16,Finland,7293
2020/07/17,Finland,7301
2020/07/18,Finland,7318
2020/07/19,Finland,7335
2020/07/20,Finland,7340
2020/07/21,Finland,7351
2020/07/22,Finland,7362
2020/07/23,Finland,7372
2020/07/24,Finland,7380
2020/07/25,Finland,7388
2020/07/26,Finland,7393
2020/07/27,Finland,7398
2020/07/28,Finland,7404
2020/07/29,Finland,7414
2020/07/30,Finland,7423
2020/07/31,Finland,7432
2020/08/01,Finland,7443
2020/08/02,Finland,7453
2020/08/03,Finland,7466
2020/08/04,Finland,7483
2020/08/05,Finland,7512
2020/08/06,Finland,7532
2020/08/07,Finland,7554
2020/08/08,Finland,7568
2020/08/09,Finland,7584
2020/08/10,Finland,7601
2020/08/11,Finland,7623
2020/08/12,Finland,7642
2020/08/13,Finland,7683
2020/08/14,Finland,7700
2020/08/15,Finland,7720
2020/08/16,Finland,7731
2020/08/17,Finland,7752
2020/08/18,Finland,7776
2020/08/19,Finland,7805
2020/08/20,Finland,7842
2020/08/21,Finland,7871
2020/08/22,Finland,7906
2020/08/23,Finland,7920
2020/08/24,Finland,7938
2020/08/25,Finland,7981
2020/08/26,Finland,8002
2020/08/27,Finland,8019
2020/08/28,Finland,8042
2020/08/29,Finland,8049
2020/08/30,Finland,8077
2020/08/31,Finland,8086
2020/09/01,Finland,8142
2020/09/02,Finland,8161
2020/09/03,Finland,8200
2020/09/04,Finland,8225
2020/09/05,Finland,8261
2020/09/06,Finland,8291
2020/09/07,Finland,8327
2020/09/08,Finland,8337
2020/09/09,Finland,8430
2020/09/10,Finland,8469
2020/09/11,Finland,8512
2020/09/12,Finland,8557
2020/09/13,Finland,8580
2020/09/14,Finland,8627
2020/09/15,Finland,8725
2020/09/16,Finland,8750
2020/09/17,Finland,8799
2020/09/18,Finland,8858
2020/09/19,Finland,8922
2020/09/20,Finland,8980
2020/09/21,Finland,9046
2020/09/22,Finland,9195
2020/09/23,Finland,9288
2020/09/24,Finland,9379
2020/09/25,Finland,9484
2020/09/26,Finland,9577
2020/09/27,Finland,9682
2020/09/28,Finland,9743
2020/09/29,Finland,9892
2020/09/30,Finland,9992
2020/10/01,Finland,10103
2020/10/02,Finland,10244
2020/10/03,Finland,10391
2020/10/04,Finland,10538
2020/10/05,Finland,10702
2020/10/06,Finland,10929
2020/10/07,Finland,11049
2020/10/08,Finland,11345
2020/10/09,Finland,11580
2020/10/10,Finland,11849
2020/10/11,Finland,11998
2020/10/12,Finland,12212
2020/10/13,Finland,12499
2020/10/14,Finland,12703
2020/10/15,Finland,12944
2020/10/16,Finland,13133
2020/10/17,Finland,13293
2020/10/18,Finland,13424
2020/10/19,Finland,13555
2020/10/20,Finland,13849
2020/10/21,Finland,14071
2020/10/22,Finland,14255
2020/10/23,Finland,14474
2020/10/24,Finland,14652
2020/10/25,Finland,14848
2020/10/26,Finland,14970
2020/10/27,Finland,15163
2020/10/28,Finland,15378
2020/10/29,Finland,15566
2020/10/30,Finland,15910
2020/10/31,Finland,16113
2020/11/01,Finland,16291
2020/11/02,Finland,16400
2020/11/03,Finland,16637
2020/11/04,Finland,16930
2020/11/05,Finland,17119
2020/11/06,Finland,17385
2020/11/07,Finland,17385
2020/11/08,Finland,17797
2020/11/09,Finland,17887
2020/11/10,Finland,18107
2020/11/11,Finland,18345
2020/11/12,Finland,18542
2020/11/13,Finland,18858
2020/11/14,Finland,19102
2020/11/15,Finland,19315
2020/11/16,Finland,19419
2020/11/17,Finland,19647
2020/11/18,Finland,19935
2020/11/19,Finland,20286
2020/11/20,Finland,20747
2020/11/21,Finland,21216
2020/11/22,Finland,21639
2020/11/23,Finland,21936
2020/11/24,Finland,22289
2020/11/25,Finland,22652
2020/11/26,Finland,23148
2020/11/27,Finland,23766
2020/11/28,Finland,24307
2020/11/29,Finland,24629
2020/11/30,Finland,24912
2020/12/01,Finland,25462
2020/12/02,Finland,25882
2020/12/03,Finland,26422
2020/12/04,Finland,26758
2020/12/05,Finland,27218
2020/12/06,Finland,27631
2020/12/07,Finland,27881
2020/12/08,Finland,28242
2020/12/09,Finland,28732
2020/12/10,Finland,29572
2020/12/11,Finland,30073
2020/12/12,Finland,30450
2020/12/13,Finland,30810
2020/12/14,Finland,31110
2020/12/15,Finland,31459
2020/12/16,Finland,31870
2020/12/17,Finland,32228
2020/12/18,Finland,32582
2020/12/19,Finland,32853
2020/12/20,Finland,33162
2020/12/21,Finland,33414
2020/12/22,Finland,33717
2020/12/23,Finland,34084
2020/12/24,Finland,34447
2020/12/25,Finland,34648
2020/12/26,Finland,34821
2020/12/27,Finland,34977
2020/12/28,Finland,35137
2020/12/29,Finland,35420
2020/12/30,Finland,35858
2020/12/31,Finland,36107
2021/01/01,Finland,36403
2021/01/02,Finland,36604
2021/01/03,Finland,36772
2021/01/04,Finland,36919
2021/01/05,Finland,37218
2021/01/06,Finland,37549
2021/01/07,Finland,37772
2021/01/08,Finland,38068
2021/01/09,Finland,38392
2021/01/10,Finland,38590
2021/01/11,Finland,38790
2021/01/12,Finland,39011
2021/01/13,Finland,39335
2021/01/14,Finland,39593
2021/01/15,Finland,39911
2021/01/16,Finland,40101
2021/01/17,Finland,40337
2021/01/18,Finland,40505
2021/01/19,Finland,40722
2021/01/20,Finland,41166
2021/01/21,Finland,41565
2021/01/22,Finland,41915
2021/01/23,Finland,42334
2021/01/24,Finland,42580
2021/01/25,Finland,42772
2021/01/26,Finland,43120
2021/01/27,Finland,43616
2021/01/28,Finland,44039
2021/01/29,Finland,44402
2021/01/30,Finland,44871
2021/01/31,Finland,45238
2021/02/01,Finland,45482
2021/02/02,Finland,45784
2021/02/03,Finland,46049
2021/02/04,Finland,46493
2021/02/05,Finland,46894
2021/02/06,Finland,47262
2021/02/07,Finland,47616
2021/02/08,Finland,47969
2021/02/09,Finland,48407
2021/02/10,Finland,48807
2021/02/11,Finland,49165
2021/02/12,Finland,49572
2021/02/13,Finland,50007
2021/02/14,Finland,50319
2021/02/15,Finland,50662
2021/02/16,Finland,51047
2021/02/17,Finland,51595
2021/02/18,Finland,52209
2021/02/19,Finland,52653
2021/02/20,Finland,53285
2021/02/21,Finland,53742
2021/02/22,Finland,54132
2021/02/23,Finland,54532
2021/02/24,Finland,55122
2021/02/25,Finland,55687
2021/02/26,Finland,56407
2021/02/27,Finland,57052
2021/02/28,Finland,57672
2021/03/01,Finland,58064
2021/03/02,Finland,58645
2021/03/03,Finland,59442
2021/03/04,Finland,60200
2021/03/05,Finland,60904
2021/03/06,Finland,61552
2021/03/07,Finland,62063
2021/03/08,Finland,62522
2021/03/09,Finland,63110
2021/03/10,Finland,63889
2021/03/11,Finland,64609
2021/03/12,Finland,65315
2021/03/13,Finland,66006
2021/03/14,Finland,66869
2021/03/15,Finland,67334
2021/03/16,Finland,67851
2021/03/17,Finland,68693
2021/03/18,Finland,69497
2021/03/19,Finland,70267
2021/03/20,Finland,71123
2021/03/21,Finland,71643
2021/03/22,Finland,72073
2021/03/23,Finland,72713
2021/03/24,Finland,73516
2021/03/25,Finland,74242
2021/03/26,Finland,74754
2021/03/27,Finland,75545
2021/03/28,Finland,76003
2021/03/29,Finland,76425
2021/03/30,Finland,76845
2021/03/31,Finland,77452
2021/04/01,Finland,78106
2021/04/02,Finland,78672
2021/04/03,Finland,79094
2021/04/04,Finland,79396
2021/04/05,Finland,79737
2021/04/06,Finland,80068
2021/04/07,Finland,80416
2021/04/08,Finland,80842
2021/04/09,Finland,81261
2021/04/10,Finland,81707
2021/04/11,Finland,82053
2021/04/12,Finland,82278
2021/04/13,Finland,82564
2021/04/14,Finland,82964
2021/04/15,Finland,83253
2021/04/16,Finland,83633
2021/04/17,Finland,83633
2021/04/18,Finland,84131
2021/04/19,Finland,84287
2021/04/20,Finland,84501
2021/04/21,Finland,84797
2021/04/22,Finland,85077
2021/04/23,Finland,85344
2021/04/24,Finland,85607
2021/04/25,Finland,85804
2021/04/26,Finland,85937
2021/04/27,Finland,86161
2021/04/28,Finland,86405
2021/04/29,Finland,86613
2021/04/30,Finland,86808
2021/05/01,Finland,87096
2021/05/02,Finland,87228
2021/05/03,Finland,87345
2021/05/04,Finland,87529
2021/05/05,Finland,87798
2021/05/06,Finland,88078
2021/05/07,Finland,88332
2021/05/08,Finland,88561
2021/05/09,Finland,88723
2021/05/10,Finland,88866
2021/05/11,Finland,88990
2021/05/12,Finland,89270
2021/05/13,Finland,89532
2021/05/14,Finland,89686
2021/05/15,Finland,89878
2021/05/16,Finland,90105
2021/05/17,Finland,90249
2021/05/18,Finland,90398
2021/05/19,Finland,90687
2021/05/20,Finland,90946
2021/05/21,Finland,91157
2021/05/22,Finland,91405
2021/05/23,Finland,91526
2021/05/24,Finland,91619
2021/05/25,Finland,91744
2021/05/26,Finland,91964
2021/05/27,Finland,92062
2021/05/28,Finland,92244
2021/05/29,Finland,92244
2021/05/30,Finland,92432
2021/05/31,Finland,92488
2021/06/01,Finland,92642
2021/06/02,Finland,92770
2021/06/03,Finland,92913
2021/06/04,Finland,93038
2021/06/05,Finland,93158
2021/06/06,Finland,93226
2021/06/07,Finland,93281
2021/06/08,Finland,93394
2021/06/09,Finland,93520
2021/06/10,Finland,93613
2021/06/11,Finland,93660
2021/06/12,Finland,93774
2021/06/13,Finland,93821
2021/06/14,Finland,93850
2021/06/15,Finland,93923
2021/06/16,Finland,94026
2021/06/17,Finland,94081
2021/06/18,Finland,94154
2021/06/19,Finland,94269
2021/06/20,Finland,94334
2021/06/21,Finland,94379
2021/06/22,Finland,94489
2021/06/23,Finland,94596
2021/06/24,Finland,94719
2021/06/25,Finland,94719
2021/06/26,Finland,94989
2021/06/27,Finland,95084
2021/06/28,Finland,95168
2021/06/29,Finland,95387
2021/06/30,Finland,95742
2021/07/01,Finland,95964
2021/07/02,Finland,96180
2021/07/03,Finland,96372
2021/07/04,Finland,96463
2021/07/05,Finland,96569
2021/07/06,Finland,96791
2021/07/07,Finland,97049
2021/07/08,Finland,97349
2021/07/09,Finland,97651
2021/07/10,Finland,97944
2021/07/11,Finland,98082
2021/07/12,Finland,98215
2021/07/13,Finland,98505
2021/07/14,Finland,98888
2021/07/15,Finland,99212
2021/07/16,Finland,99592
2021/07/17,Finland,99976
2021/07/18,Finland,100156
2021/07/19,Finland,100312
2021/07/20,Finland,100773
2021/07/21,Finland,101226
2021/07/22,Finland,101630
2021/07/23,Finland,102042
2021/07/24,Finland,102612
2021/07/25,Finland,102972
2021/07/26,Finland,103239
2021/07/27,Finland,103851
2021/07/28,Finland,104495
2021/07/29,Finland,105260
2021/07/30,Finland,106008
2021/07/31,Finland,106802
2021/08/01,Finland,107321
2021/08/02,Finland,107666
2021/08/03,Finland,108358
2021/08/04,Finland,109230
2021/08/05,Finland,109982
2021/08/06,Finland,110720
2021/08/07,Finland,110885
2021/08/08,Finland,112207
2021/08/09,Finland,112656
2021/08/10,Finland,113437
2021/08/11,Finland,114281
2021/08/12,Finland,115305
2021/08/13,Finland,116231
2021/08/14,Finland,116996
2021/08/15,Finland,117531
2021/08/16,Finland,117982
2021/08/17,Finland,118647
2021/08/18,Finland,119320
2021/08/19,Finland,120186
2021/08/20,Finland,120870
2021/08/21,Finland,121543
2021/08/22,Finland,122046
2021/08/23,Finland,122417
2021/08/24,Finland,123061
2021/08/25,Finland,123635
2021/08/26,Finland,124285
2021/08/27,Finland,124855
2021/08/28,Finland,125474
2021/08/29,Finland,126093
2021/08/30,Finland,126565
2021/08/31,Finland,127182
2021/09/01,Finland,127861
2021/09/02,Finland,128544
2021/09/03,Finland,129105
2021/09/04,Finland,129192
2021/09/05,Finland,130102
2021/09/06,Finland,130510
2021/09/07,Finland,131054
2021/09/08,Finland,131686
2021/09/09,Finland,132172
2021/09/10,Finland,132662
2021/09/11,Finland,132662
2021/09/12,Finland,133638
2021/09/13,Finland,133851
2021/09/14,Finland,134305
2021/09/15,Finland,134827
2021/09/16,Finland,135314
2021/09/17,Finland,135815
2021/09/18,Finland,136206
2021/09/19,Finland,136257
2021/09/20,Finland,136257
2021/09/21,Finland,137117
2021/09/22,Finland,137594
2021/09/23,Finland,138068
2021/09/24,Finland,138578
2021/09/25,Finland,138578
2021/09/26,Finland,139405
2021/09/27,Finland,139678
2021/09/28,Finland,140087
2021/09/29,Finland,140889
2021/09/30,Finland,141552
2021/10/01,Finland,142114
2021/10/02,Finland,142114
2021/10/03,Finland,142114
2021/10/04,Finland,143416
2021/10/05,Finland,143999
2021/10/06,Finland,144665
2021/10/07,Finland,145354
2021/10/08,Finland,145679
2021/10/09,Finland,145679
2021/10/10,Finland,145679
2021/10/11,Finland,147297
2021/10/12,Finland,147919
2021/10/13,Finland,148672
2021/10/14,Finland,149174
2021/10/15,Finland,149897
2021/10/16,Finland,149897
2021/10/17,Finland,149897
2021/10/18,Finland,151207
2021/10/19,Finland,151787
2021/10/20,Finland,152099
2021/10/21,Finland,152707
2021/10/22,Finland,153156
2021/10/23,Finland,153156
2021/10/24,Finland,153156
2021/10/25,Finland,154888
2021/10/26,Finland,155547
2021/10/27,Finland,156286
2021/10/28,Finland,156959
2021/10/29,Finland,157531
2021/10/30,Finland,157531
2021/10/31,Finland,157531
2021/11/01,Finland,158991
2021/11/02,Finland,159798
2021/11/03,Finland,160948
2021/11/04,Finland,161688
2021/11/05,Finland,162476
2021/11/06,Finland,162476
2021/11/07,Finland,162476
2021/11/08,Finland,164492
2021/11/09,Finland,165302
2021/11/10,Finland,166256
2021/11/11,Finland,167119
2021/11/12,Finland,167119
2021/11/13,Finland,167119
2021/11/14,Finland,167119
2021/11/15,Finland,170285
2021/11/16,Finland,171222
2021/11/17,Finland,172373
2021/11/18,Finland,173632
2021/11/19,Finland,174823
2021/11/20,Finland,174823
2021/11/21,Finland,174823
2021/11/22,Finland,177439
2021/11/23,Finland,178527
2021/11/24,Finland,179534
2021/11/25,Finland,180878
2021/11/26,Finland,182284
2021/11/27,Finland,182284
2021/11/28,Finland,182284
2021/11/29,Finland,185622
2021/11/30,Finland,186538
2021/12/01,Finland,188108
2021/12/02,Finland,189730
2021/12/03,Finland,191226
2021/12/04,Finland,191226
2021/12/05,Finland,191226
2021/12/06,Finland,194638
2021/12/07,Finland,196180
2021/12/08,Finland,197476
2021/12/09,Finland,199257
2021/12/10,Finland,201051
2021/12/11,Finland,201051
2021/12/12,Finland,201051
2021/12/13,Finland,205357
2021/12/14,Finland,207033
2021/12/15,Finland,209258
2021/12/16,Finland,211239
2021/12/17,Finland,213318
2021/12/18,Finland,213318
2021/12/19,Finland,213318
2021/12/20,Finland,219250
2021/12/21,Finland,221292
2021/12/22,Finland,224169
2021/12/23,Finland,227169
2021/12/24,Finland,230392
2021/12/25,Finland,230392
2021/12/26,Finland,230392
2021/12/27,Finland,234041
2020/01/22,France,0
2020/01/23,France,0
2020/01/24,France,2
2020/01/25,France,3
2020/01/26,France,3
2020/01/27,France,3
2020/01/28,France,4
2020/01/29,France,5
2020/01/30,France,5
2020/01/31,France,5
2020/02/01,France,6
2020/02/02,France,6
2020/02/03,France,6
2020/02/04,France,6
2020/02/05,France,6
2020/02/06,France,6
2020/02/07,France,6
2020/02/08,France,11
2020/02/09,France,11
2020/02/10,France,11
2020/02/11,France,11
2020/02/12,France,11
2020/02/13,France,11
2020/02/14,France,11
2020/02/15,France,12
2020/02/16,France,12
2020/02/17,France,12
2020/02/18,France,12
2020/02/19,France,12
2020/02/20,France,12
2020/02/21,France,12
2020/02/22,France,12
2020/02/23,France,12
2020/02/24,France,12
2020/02/25,France,14
2020/02/26,France,18
2020/02/27,France,38
2020/02/28,France,57
2020/02/29,France,100
2020/03/01,France,130
2020/03/02,France,191
2020/03/03,France,212
2020/03/04,France,288
2020/03/05,France,426
2020/03/06,France,616
2020/03/07,France,948
2020/03/08,France,1125
2020/03/09,France,1411
2020/03/10,France,1783
2020/03/11,France,2293
2020/03/12,France,2293
2020/03/13,France,3681
2020/03/14,France,4496
2020/03/15,France,4532
2020/03/16,France,6683
2020/03/17,France,7715
2020/03/18,France,9124
2020/03/19,France,10970
2020/03/20,France,12758
2020/03/21,France,14463
2020/03/22,France,16761
2020/03/23,France,20120
2020/03/24,France,22372
2020/03/25,France,25331
2020/03/26,France,29252
2020/03/27,France,33045
2020/03/28,France,37693
2020/03/29,France,40296
2020/03/30,France,44645
2020/03/31,France,52281
2020/04/01,France,57125
2020/04/02,France,59227
2020/04/03,France,64452
2020/04/04,France,47376
2020/04/05,France,48225
2020/04/06,France,50884
2020/04/07,France,47395
2020/04/08,France,51250
2020/04/09,France,55034
2020/04/10,France,56600
2020/04/11,France,58045
2020/04/12,France,108792
2020/04/13,France,111933
2020/04/14,France,129381
2020/04/15,France,132588
2020/04/16,France,145166
2020/04/17,France,147057
2020/04/18,France,150861
2020/04/19,France,151955
2020/04/20,France,154402
2020/04/21,France,157068
2020/04/22,France,158867
2020/04/23,France,157158
2020/04/24,France,159969
2020/04/25,France,161647
2020/04/26,France,162280
2020/04/27,France,165966
2020/04/28,France,169098
2020/04/29,France,167643
2020/04/30,France,168861
2020/05/01,France,169387
2020/05/02,France,170179
2020/05/03,France,170540
2020/05/04,France,171102
2020/05/05,France,172219
2020/05/06,France,176355
2020/05/07,France,177096
2020/05/08,France,177627
2020/05/09,France,178155
2020/05/10,France,178404
2020/05/11,France,178719
2020/05/12,France,179472
2020/05/13,France,179993
2020/05/14,France,180635
2020/05/15,France,181148
2020/05/16,France,181563
2020/05/17,France,181703
2020/05/18,France,182147
2020/05/19,France,182648
2020/05/20,France,183129
2020/05/21,France,183396
2020/05/22,France,184152
2020/05/23,France,184698
2020/05/24,France,184259
2020/05/25,France,184584
2020/05/26,France,184839
2020/05/27,France,185012
2020/05/28,France,188355
2020/05/29,France,188949
2020/05/30,France,190743
2020/05/31,France,190975
2020/06/01,France,191382
2020/06/02,France,190735
2020/06/03,France,187509
2020/06/04,France,191869
2020/06/05,France,192450
2020/06/06,France,193022
2020/06/07,France,193363
2020/06/08,France,193637
2020/06/09,France,194190
2020/06/10,France,194815
2020/06/11,France,195179
2020/06/12,France,195980
2020/06/13,France,196477
2020/06/14,France,196867
2020/06/15,France,197003
2020/06/16,France,197666
2020/06/17,France,198155
2020/06/18,France,198741
2020/06/19,France,199528
2020/06/20,France,200147
2020/06/21,France,200490
2020/06/22,France,200632
2020/06/23,France,201330
2020/06/24,France,201598
2020/06/25,France,201853
2020/06/26,France,203116
2020/06/27,France,203564
2020/06/28,France,203157
2020/06/29,France,203802
2020/06/30,France,204244
2020/07/01,France,205234
2020/07/02,France,205773
2020/07/03,France,206312
2020/07/04,France,206670
2020/07/05,France,206682
2020/07/06,France,207700
2020/07/07,France,208154
2020/07/08,France,208976
2020/07/09,France,209420
2020/07/10,France,210135
2020/07/11,France,210386
2020/07/12,France,210402
2020/07/13,France,211825
2020/07/14,France,211887
2020/07/15,France,212614
2020/07/16,France,213183
2020/07/17,France,214009
2020/07/18,France,214174
2020/07/19,France,214178
2020/07/20,France,216089
2020/07/21,France,216684
2020/07/22,France,217605
2020/07/23,France,218841
2020/07/24,France,219932
2020/07/25,France,220016
2020/07/26,France,220020
2020/07/27,France,222508
2020/07/28,France,223072
2020/07/29,France,224542
2020/07/30,France,225936
2020/07/31,France,227239
2020/08/01,France,227301
2020/08/02,France,227304
2020/08/03,France,230665
2020/08/04,France,231636
2020/08/05,France,233344
2020/08/06,France,234945
2020/08/07,France,237332
2020/08/08,France,237402
2020/08/09,France,237408
2020/08/10,France,242168
2020/08/11,France,243576
2020/08/12,France,246180
2020/08/13,France,248850
2020/08/14,France,251764
2020/08/15,France,254974
2020/08/16,France,257994
2020/08/17,France,258629
2020/08/18,France,260748
2020/08/19,France,264535
2020/08/20,France,269335
2020/08/21,France,274289
2020/08/22,France,277763
2020/08/23,France,282498
2020/08/24,France,284474
2020/08/25,France,288067
2020/08/26,France,288354
2020/08/27,France,299580
2020/08/28,France,307205
2020/08/29,France,312665
2020/08/30,France,318047
2020/08/31,France,321160
2020/09/01,France,326264
2020/09/02,France,333351
2020/09/03,France,340473
2020/09/04,France,349333
2020/09/05,France,357927
2020/09/06,France,364943
2020/09/07,France,369209
2020/09/08,France,375947
2020/09/09,France,384546
2020/09/10,France,394308
2020/09/11,France,403837
2020/09/12,France,415174
2020/09/13,France,421519
2020/09/14,France,427839
2020/09/15,France,435665
2020/09/16,France,445932
2020/09/17,France,456171
2020/09/18,France,469404
2020/09/19,France,482964
2020/09/20,France,493500
2020/09/21,France,499039
2020/09/22,France,509123
2020/09/23,France,522355
2020/09/24,France,538264
2020/09/25,France,554368
2020/09/26,France,568588
2020/09/27,France,579223
2020/09/28,France,583522
2020/09/29,France,591527
2020/09/30,France,605893
2020/10/01,France,618918
2020/10/02,France,631354
2020/10/03,France,647868
2020/10/04,France,660372
2020/10/05,France,666011
2020/10/06,France,677321
2020/10/07,France,696274
2020/10/08,France,713676
2020/10/09,France,734707
2020/10/10,France,761384
2020/10/11,France,777378
2020/10/12,France,786590
2020/10/13,France,800216
2020/10/14,France,823181
2020/10/15,France,852938
2020/10/16,France,878572
2020/10/17,France,910711
2020/10/18,France,940548
2020/10/19,France,954838
2020/10/20,France,975214
2020/10/21,France,1002624
2020/10/22,France,1043437
2020/10/23,France,1086286
2020/10/24,France,1131551
2020/10/25,France,1138167
2020/10/26,France,1211177
2020/10/27,France,1245635
2020/10/28,France,1283185
2020/10/29,France,1329821
2020/10/30,France,1379295
2020/10/31,France,1414396
2020/11/01,France,1460575
2020/11/02,France,1566666
2020/11/03,France,1639267
2020/11/04,France,1593146
2020/11/05,France,1650966
2020/11/06,France,1711918
2020/11/07,France,1798573
2020/11/08,France,1837135
2020/11/09,France,1858559
2020/11/10,France,1881172
2020/11/11,France,1917578
2020/11/12,France,1950136
2020/11/13,France,1974271
2020/11/14,France,2006228
2020/11/15,France,2033420
2020/11/16,France,2043470
2020/11/17,France,2089073
2020/11/18,France,2117917
2020/11/19,France,2138706
2020/11/20,France,2161970
2020/11/21,France,2179640
2020/11/22,France,2192770
2020/11/23,France,2197832
2020/11/24,France,2207753
2020/11/25,France,2224508
2020/11/26,France,2237509
2020/11/27,France,2250283
2020/11/28,France,2262760
2020/11/29,France,2272523
2020/11/30,France,2276830
2020/12/01,France,2285273
2020/12/02,France,2299501
2020/12/03,France,2312288
2020/12/04,France,2323799
2020/12/05,France,2336681
2020/12/06,France,2347630
2020/12/07,France,2351041
2020/12/08,France,2365085
2020/12/09,France,2379760
2020/12/10,France,2393632
2020/12/11,France,2407121
2020/12/12,France,2421068
2020/12/13,France,2432601
2020/12/14,France,2435793
2020/12/15,France,2447518
2020/12/16,France,2465238
2020/12/17,France,2483636
2020/12/18,France,2499511
2020/12/19,France,2516939
2020/12/20,France,2529797
2020/12/21,France,2535757
2020/12/22,France,2547618
2020/12/23,France,2562604
2020/12/24,France,2584322
2020/12/25,France,2604584
2020/12/26,France,2607677
2020/12/27,France,2616544
2020/12/28,France,2619650
2020/12/29,France,2631144
2020/12/30,France,2657658
2020/12/31,France,2677660
2021/01/01,France,2697018
2021/01/02,France,2700484
2021/01/03,France,2712975
2021/01/04,France,2717059
2021/01/05,France,2737892
2021/01/06,France,2763078
2021/01/07,France,2784845
2021/01/08,France,2804705
2021/01/09,France,2824882
2021/01/10,France,2840826
2021/01/11,France,2844642
2021/01/12,France,2864399
2021/01/13,France,2888331
2021/01/14,France,2909666
2021/01/15,France,2930983
2021/01/16,France,2952392
2021/01/17,France,2969034
2021/01/18,France,2972832
2021/01/19,France,2996855
2021/01/20,France,3023613
2021/01/21,France,3046323
2021/01/22,France,3069647
2021/01/23,France,3093740
2021/01/24,France,3112176
2021/01/25,France,3116477
2021/01/26,France,3138619
2021/01/27,France,3165570
2021/01/28,France,3189378
2021/01/29,France,3212613
2021/01/30,France,3236658
2021/01/31,France,3255994
2021/02/01,France,3260382
2021/02/02,France,3283719
2021/02/03,France,3310125
2021/02/04,France,3310145
2021/02/05,France,3355752
2021/02/06,France,3376340
2021/02/07,France,3396055
2021/02/08,France,3400398
2021/02/09,France,3419418
2021/02/10,France,3444827
2021/02/11,France,3465903
2021/02/12,France,3486612
2021/02/13,France,3507843
2021/02/14,France,3524518
2021/02/15,France,3528924
2021/02/16,France,3548520
2021/02/17,France,3573560
2021/02/18,France,3596078
2021/02/19,France,3620205
2021/02/20,France,3642576
2021/02/21,France,3664622
2021/02/22,France,3669276
2021/02/23,France,3689469
2021/02/24,France,3720996
2021/02/25,France,3746410
2021/02/26,France,3771626
2021/02/27,France,3795736
2021/02/28,France,3815688
2021/03/01,France,3820418
2021/03/02,France,3843290
2021/03/03,France,3870101
2021/03/04,France,3895387
2021/03/05,France,3918894
2021/03/06,France,3942286
2021/03/07,France,3964121
2021/03/08,France,3969673
2021/03/09,France,3992853
2021/03/10,France,4022514
2021/03/11,France,4050606
2021/03/12,France,4075681
2021/03/13,France,4105444
2021/03/14,France,4131895
2021/03/15,France,4138369
2021/03/16,France,4168396
2021/03/17,France,4206916
2021/03/18,France,4241990
2021/03/19,France,4277108
2021/03/20,France,4312451
2021/03/21,France,4343115
2021/03/22,France,4358924
2021/03/23,France,4373620
2021/03/24,France,4439011
2021/03/25,France,4484672
2021/03/26,France,4526554
2021/03/27,France,4569179
2021/03/28,France,4606307
2021/03/29,France,4615413
2021/03/30,France,4646136
2021/03/31,France,4705186
2021/04/01,France,4755862
2021/04/02,France,4802545
2021/04/03,France,4802711
2021/04/04,France,4883346
2021/04/05,France,4894139
2021/04/06,France,4902195
2021/04/07,France,4903122
2021/04/08,France,5000155
2021/04/09,France,5000319
